run_id,algorithm,pair_index,author_label,algorithm_label,author_ontology_id,author_embedding_similarity,algorithm_ontology_id,algorithm_embedding_similarity,cytescore_similarity,similarity_method
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2949,macrophage,Quiescent alveolar macrophage,CL:0009048,0.6254,CL:0000583,0.6558,0.2957,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2950,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2951,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2952,macrophage,Lipid-associated macrophage,CL:0009048,0.6254,CL:4033086,0.7004,0.3168,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2953,pulmonary alveolar type 1 cell,AT2-to-AT1 transitional cells,CL:0002062,0.7371,CL:1000365,0.6004,0.0782,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2954,capillary endothelial cell,AT2 cells - ion transport activated,CL:0002144,0.6632,CL:4030016,0.5986,0.1274,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2955,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2956,pulmonary alveolar type 1 cell,AT2-to-AT1 transitional cells,CL:0002062,0.7371,CL:1000365,0.6004,0.0782,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2957,capillary endothelial cell,Aerocyte,CL:0002144,0.6632,CL:0002651,0.5392,0.0681,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2958,pulmonary alveolar type 1 cell,AT2-to-AT1 transitional cells,CL:0002062,0.7371,CL:1000365,0.6004,0.0782,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2959,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2960,intermediate monocyte,Ciliated macrophage-like,CL:0002393,0.6889,CL:0000421,0.609,0.1438,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2961,endothelial cell of artery,General capillary endothelial cell,CL:1000413,0.7141,CL:4028002,0.6366,0.3339,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2962,B cell,Plasma cell,CL:0000944,0.6114,CL:0000946,0.6399,0.291,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2963,pericyte,AT2 cells - ion transport activated,CL:0000669,0.6833,CL:4030016,0.5986,0.0955,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2964,capillary endothelial cell,Alveolar capillary endothelial cell,CL:0002144,0.6632,CL:4028002,0.7446,0.6372,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2965,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2966,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2967,pulmonary alveolar type 1 cell,AT2-to-AT1 transitional cells,CL:0002062,0.7371,CL:1000365,0.6004,0.0782,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2968,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2969,lung multiciliated epithelial cell,AT2 cells - ion transport activated,CL:1000271,0.7141,CL:4030016,0.5986,0.1463,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2970,vein endothelial cell,Alveolar capillary endothelial cell,CL:0002543,0.7328,CL:4028002,0.7446,0.2842,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2971,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2972,B cell,Alveolar capillary endothelial cell,CL:0000944,0.6114,CL:4028002,0.7446,0.0738,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2973,pulmonary alveolar type 1 cell,AT2-to-AT1 transitional cells,CL:0002062,0.7371,CL:1000365,0.6004,0.0782,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2974,endothelial cell of artery,General capillary endothelial cell,CL:1000413,0.7141,CL:4028002,0.6366,0.3339,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2975,endothelial cell of lymphatic vessel,Lymphatic capillary endothelial cell,CL:0002138,0.7041,CL:1000411,0.6869,0.5183,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2976,capillary endothelial cell,Alveolar capillary endothelial cell,CL:0002144,0.6632,CL:4028002,0.7446,0.6372,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2977,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2978,"CD4-positive, alpha-beta T cell",T cell,CL:0000624,0.7171,CL:0000084,0.5812,0.585,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2979,capillary endothelial cell,Aerocyte,CL:0002144,0.6632,CL:0002651,0.5392,0.0681,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2980,B cell,AT2 cells - ion transport activated,CL:0000944,0.6114,CL:4030016,0.5986,0.0708,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2981,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2982,capillary endothelial cell,Alveolar capillary endothelial cell,CL:0002144,0.6632,CL:4028002,0.7446,0.6372,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2983,B cell,AT2 cells - ion transport activated,CL:0000944,0.6114,CL:4030016,0.5986,0.0708,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2984,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2985,plasma cell,AT2 cells - ion transport activated,CL:0000946,0.6519,CL:4030016,0.5986,0.0791,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2986,capillary endothelial cell,AT2 cells - ion transport activated,CL:0002144,0.6632,CL:4030016,0.5986,0.1274,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2987,B cell,AT2 cells - ion transport activated,CL:0000944,0.6114,CL:4030016,0.5986,0.0708,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2988,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2989,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2990,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2991,plasma cell,Plasma cell,CL:0000946,0.6519,CL:0000946,0.6399,1.0,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2992,"CD4-positive, alpha-beta T cell",AT2 cells - ion transport activated,CL:0000624,0.7171,CL:4030016,0.5986,0.0855,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2993,capillary endothelial cell,Alveolar capillary endothelial cell,CL:0002144,0.6632,CL:4028002,0.7446,0.6372,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2994,pulmonary alveolar type 1 cell,AT2-to-AT1 transitional cells,CL:0002062,0.7371,CL:1000365,0.6004,0.0782,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2995,capillary endothelial cell,Aerocyte,CL:0002144,0.6632,CL:0002651,0.5392,0.0681,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2996,capillary endothelial cell,Alveolar capillary endothelial cell,CL:0002144,0.6632,CL:4028002,0.7446,0.6372,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2997,pericyte,Adventitial fibroblast,CL:0000669,0.6833,CL:1000306,0.6503,0.2643,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2998,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,2999,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3000,endothelial cell of lymphatic vessel,Lymphatic capillary endothelial cell,CL:0002138,0.7041,CL:1000411,0.6869,0.5183,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3001,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3002,macrophage,AT2 cells - ion transport activated,CL:0009048,0.6254,CL:4030016,0.5986,0.051,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3003,classical monocyte,Classical monocyte,CL:0000860,0.6869,CL:0000860,0.7014,1.0,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3004,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3005,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3006,plasma cell,Plasma cell,CL:0000946,0.6519,CL:0000946,0.6399,1.0,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3007,vein endothelial cell,Alveolar capillary endothelial cell,CL:0002543,0.7328,CL:4028002,0.7446,0.2842,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3008,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3009,macrophage,Alveolar macrophage,CL:0009048,0.6254,CL:0000583,0.6975,0.2957,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3010,plasma cell,AT2 cells - ion transport activated,CL:0000946,0.6519,CL:4030016,0.5986,0.0791,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3011,macrophage,Alveolar capillary endothelial cell,CL:0009048,0.6254,CL:4028002,0.7446,0.0618,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3012,pericyte,AT2 cells - ion transport activated,CL:0000669,0.6833,CL:4030016,0.5986,0.0955,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3013,capillary endothelial cell,Lipid-associated macrophage,CL:0002144,0.6632,CL:4033086,0.7004,0.0859,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3014,macrophage,Lipid-associated macrophage,CL:0009048,0.6254,CL:4033086,0.7004,0.3168,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3015,B cell,Alveolar capillary endothelial cell,CL:0000944,0.6114,CL:4028002,0.7446,0.0738,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3016,pericyte,Alveolar capillary endothelial cell,CL:0000669,0.6833,CL:4028002,0.7446,0.2403,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3017,capillary endothelial cell,Aerocyte,CL:0002144,0.6632,CL:0002651,0.5392,0.0681,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3018,macrophage,Ciliated macrophage-like,CL:0009048,0.6254,CL:0000421,0.609,0.3028,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3019,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3020,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3021,capillary endothelial cell,Ciliated macrophage-like,CL:0002144,0.6632,CL:0000421,0.609,0.144,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3022,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3023,capillary endothelial cell,Macrophage-like pulmonary capillary endothelial cell,CL:0002144,0.6632,CL:2000016,0.6928,0.6447,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3024,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3025,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3026,capillary endothelial cell,Alveolar capillary endothelial cell,CL:0002144,0.6632,CL:4028002,0.7446,0.6372,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3027,pulmonary alveolar type 1 cell,AT2-to-AT1 transitional cells,CL:0002062,0.7371,CL:1000365,0.6004,0.0782,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3028,macrophage,Alveolar macrophage,CL:0009048,0.6254,CL:0000583,0.6975,0.2957,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3029,vein endothelial cell,General capillary endothelial cell,CL:0002543,0.7328,CL:4028002,0.6366,0.2842,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3030,pulmonary alveolar type 1 cell,AT2-to-AT1 transitional cells,CL:0002062,0.7371,CL:1000365,0.6004,0.0782,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3031,capillary endothelial cell,Alveolar capillary endothelial cell,CL:0002144,0.6632,CL:4028002,0.7446,0.6372,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3032,B cell,Alveolar capillary endothelial cell,CL:0000944,0.6114,CL:4028002,0.7446,0.0738,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3033,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3034,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3035,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3036,,AT2 cells - ion transport activated,CL:0002651,0.6196,CL:4030016,0.5986,0.1035,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3037,capillary endothelial cell,Aerocyte,CL:0002144,0.6632,CL:0002651,0.5392,0.0681,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3038,pulmonary alveolar type 1 cell,AT2-to-AT1 transitional cells,CL:0002062,0.7371,CL:1000365,0.6004,0.0782,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3039,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3040,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3041,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3042,lung multiciliated epithelial cell,AT2 cells - ion transport activated,CL:1000271,0.7141,CL:4030016,0.5986,0.1463,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3043,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3044,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3045,macrophage,Quiescent alveolar macrophage,CL:0009048,0.6254,CL:0000583,0.6558,0.2957,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3046,B cell,T cell,CL:0000944,0.6114,CL:0000084,0.5812,0.207,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3047,bronchial smooth muscle cell,Vascular smooth muscle cell,CL:4033017,0.7386,CL:0002595,0.6783,0.2828,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3048,lung multiciliated epithelial cell,Multiciliated epithelial cells - smooth muscle-like subset,CL:1000271,0.7141,CL:0000067,0.7045,0.9021,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3049,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3050,pulmonary alveolar type 2 cell,Macrophage-like pulmonary capillary endothelial cell,CL:0002063,0.7484,CL:2000016,0.6928,0.3306,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3051,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3052,capillary endothelial cell,Alveolar capillary endothelial cell,CL:0002144,0.6632,CL:4028002,0.7446,0.6372,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3053,macrophage,Alveolar macrophage,CL:0009048,0.6254,CL:0000583,0.6975,0.2957,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3054,capillary endothelial cell,Aerocyte,CL:0002144,0.6632,CL:0002651,0.5392,0.0681,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3055,classical monocyte,Classical monocyte,CL:0000860,0.6869,CL:0000860,0.7014,1.0,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3056,macrophage,Alveolar macrophage,CL:0009048,0.6254,CL:0000583,0.6975,0.2957,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3057,capillary endothelial cell,Alveolar capillary endothelial cell,CL:0002144,0.6632,CL:4028002,0.7446,0.6372,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3058,pulmonary alveolar type 1 cell,Macrophage-like pulmonary capillary endothelial cell,CL:0002062,0.7371,CL:2000016,0.6928,0.3115,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3059,macrophage,Lipid-associated macrophage,CL:0009048,0.6254,CL:4033086,0.7004,0.3168,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3060,capillary endothelial cell,Alveolar capillary endothelial cell,CL:0002144,0.6632,CL:4028002,0.7446,0.6372,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3061,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3062,B cell,Classical monocyte,CL:0000944,0.6114,CL:0000860,0.7014,0.1232,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3063,macrophage,Plasma cell,CL:0009048,0.6254,CL:0000946,0.6399,0.1134,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3064,macrophage,Lipid-associated macrophage,CL:0009048,0.6254,CL:4033086,0.7004,0.3168,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3065,capillary endothelial cell,Aerocyte,CL:0002144,0.6632,CL:0002651,0.5392,0.0681,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3066,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3067,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3068,pulmonary alveolar type 1 cell,AT2-to-AT1 transitional cells,CL:0002062,0.7371,CL:1000365,0.6004,0.0782,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3069,vein endothelial cell,General capillary endothelial cell,CL:0002543,0.7328,CL:4028002,0.6366,0.2842,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3070,capillary endothelial cell,AT2 cells - ion transport activated,CL:0002144,0.6632,CL:4030016,0.5986,0.1274,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3071,plasma cell,Plasma cell,CL:0000946,0.6519,CL:0000946,0.6399,1.0,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3072,B cell,AT2 cells - ion transport activated,CL:0000944,0.6114,CL:4030016,0.5986,0.0708,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3073,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3074,macrophage,Lipid-associated macrophage,CL:0009048,0.6254,CL:4033086,0.7004,0.3168,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3075,pulmonary alveolar type 1 cell,AT2-to-AT1 transitional cells,CL:0002062,0.7371,CL:1000365,0.6004,0.0782,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3076,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3077,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3078,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3079,pulmonary alveolar type 2 cell,T cell,CL:0002063,0.7484,CL:0000084,0.5812,0.0819,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3080,"CD4-positive, alpha-beta T cell",AT2 cells - ion transport activated,CL:0000624,0.7171,CL:4030016,0.5986,0.0855,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3081,plasma cell,Lymphatic capillary endothelial cell,CL:0000946,0.6519,CL:1000411,0.6869,0.1561,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3082,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3083,macrophage,Lipid-associated macrophage,CL:0009048,0.6254,CL:4033086,0.7004,0.3168,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3084,macrophage,Lipid-associated macrophage,CL:0009048,0.6254,CL:4033086,0.7004,0.3168,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3085,capillary endothelial cell,Aerocyte,CL:0002144,0.6632,CL:0002651,0.5392,0.0681,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3086,endothelial cell of lymphatic vessel,Lymphatic capillary endothelial cell,CL:0002138,0.7041,CL:1000411,0.6869,0.5183,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3087,B cell,Adventitial fibroblast,CL:0000944,0.6114,CL:1000306,0.6503,0.043,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3088,pulmonary alveolar type 1 cell,AT2-to-AT1 transitional cells,CL:0002062,0.7371,CL:1000365,0.6004,0.0782,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3089,capillary endothelial cell,AT2 cells - ion transport activated,CL:0002144,0.6632,CL:4030016,0.5986,0.1274,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3090,alveolar adventitial fibroblast,Adventitial fibroblast,CL:4028006,0.7123,CL:1000306,0.6503,0.6097,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3091,macrophage,Lipid-associated macrophage,CL:0009048,0.6254,CL:4033086,0.7004,0.3168,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3092,macrophage,Quiescent alveolar macrophage,CL:0009048,0.6254,CL:0000583,0.6558,0.2957,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3093,macrophage,Alveolar macrophage,CL:0009048,0.6254,CL:0000583,0.6975,0.2957,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3094,macrophage,Ciliated macrophage-like,CL:0009048,0.6254,CL:0000421,0.609,0.3028,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3095,pulmonary alveolar type 1 cell,AT2-to-AT1 transitional cells,CL:0002062,0.7371,CL:1000365,0.6004,0.0782,cytescore
run-a0b506b8-7851-49ac-9e6d-1f549880f38c,algo1,3096,pulmonary alveolar type 2 cell,AT2 cells - ion transport activated,CL:0002063,0.7484,CL:4030016,0.5986,0.1004,cytescore
