srxAccession,studyAccession,diseaseRaw,diseaseOntologyTermId,diseaseName,tissueRaw,tissueOntologyRaw,cellLineRaw,diseaseArea,diseaseAreaSource,diseased,isBiologicalControl,controlType,isExperimentalComparator,eligible,excludeReason
SRX17412800,PRJNA563828,"control (study includes IPF, COPD, and control)",,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX17412801,PRJNA563828,none (healthy control),,,lung,UBERON:0002048,none reported,Other,missing_ontology,False,True,explicitControl,False,True,
SRX17412802,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX17412803,PRJNA563828,control (healthy),,,lung (whole lung dissociates),UBERON:0002048,not applicable,Other,missing_ontology,False,True,explicitControl,False,True,
SRX17412805,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,none,COPD,disease_text,True,False,,False,True,
SRX17412806,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,,COPD,disease_text,True,False,,False,True,
SRX17412807,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,,COPD,disease_text,True,False,,False,True,
SRX17412808,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,,COPD,disease_text,True,False,,False,True,
SRX17412809,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,,COPD,disease_text,True,False,,False,True,
SRX17412810,PRJNA563828,"Idiopathic pulmonary fibrosis (IPF), chronic obstructive pulmonary disease (COPD), healthy control","MONDO:0800504,MONDO:0005002",,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,,False,,False,False,disease_mismatch
SRX17412811,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,none,COPD,disease_text,True,False,,False,True,
SRX17412812,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,none,COPD,disease_text,True,False,,False,True,
SRX17412813,PRJNA563828,COPD (chronic obstructive pulmonary disease),MONDO:0005002,,lung,UBERON:0002048,none,COPD,disease_text,True,False,,False,True,
SRX17412814,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,,COPD,disease_text,True,False,,False,True,
SRX17412815,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,not_applicable,COPD,disease_text,True,False,,False,True,
SRX17412816,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,none,COPD,disease_text,True,False,,False,True,
SRX17412817,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,none,COPD,disease_text,True,False,,False,True,
SRX17412818,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,none reported,COPD,disease_text,True,False,,False,True,
SRX17412819,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,not applicable,COPD,disease_text,True,False,,False,True,
SRX17412820,PRJNA563828,chronic obstructive pulmonary disease (COPD),MONDO:0005002,,lung,UBERON:0002048,not_applicable,COPD,disease_text,True,False,,False,True,
SRX17412821,PRJNA563828,COPD,MONDO:0005002,,lung,UBERON:0002048,none,COPD,disease_text,True,False,,False,True,
SRX17412823,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412824,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung (whole lung dissociate),UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412825,PRJNA563828,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none reported,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412826,PRJNA563828,"idiopathic pulmonary fibrosis (IPF), chronic obstructive pulmonary disease (COPD), healthy control",MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412827,PRJNA563828,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung (whole lung dissociate),UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412828,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412829,PRJNA563828,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412830,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412831,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412832,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412833,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412834,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412835,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412836,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412837,PRJNA563828,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none reported,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412839,PRJNA563828,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412840,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412841,PRJNA563828,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung (whole lung dissociate),UBERON:0002048,not applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412842,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412843,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412844,PRJNA563828,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none specified,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412845,PRJNA563828,Idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412846,PRJNA563828,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412847,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412848,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412849,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412850,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412851,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412852,PRJNA563828,IPF (Idiopathic Pulmonary Fibrosis),MONDO:0800504,,Whole Lung Dissociate,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412853,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17412854,PRJNA563828,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,none,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17664572,PRJNA882878,cystic fibrosis,MONDO:0009061,,lung,UBERON:0002048,other,Cystic Fibrosis,disease_text,True,False,,False,True,
SRX17689195,PRJNA883741,normal,,,lung,UBERON:0002048,SC45,IPF / Pulmonary Fibrosis,study_consensus,False,True,healthy,False,True,
SRX17689196,PRJNA883741,normal,,,lung,UBERON:0002048,SC56,IPF / Pulmonary Fibrosis,study_consensus,False,True,healthy,False,True,
SRX17689197,PRJNA883741,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,other,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17689198,PRJNA883741,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17689199,PRJNA883741,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17689200,PRJNA883741,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17689201,PRJNA883741,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17689202,PRJNA883741,normal,,,lung,UBERON:0002048,not specified,IPF / Pulmonary Fibrosis,study_consensus,False,True,healthy,False,True,
SRX17689203,PRJNA883741,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17689204,PRJNA883741,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,Single-nucleus ATAC sequencing performed on lung samples from patients with IPF (n=3) and donor c...,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17689205,PRJNA883741,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17689206,PRJNA883741,normal,,,lung,UBERON:0002048,not specified,IPF / Pulmonary Fibrosis,study_consensus,False,True,healthy,False,True,
SRX17689207,PRJNA883741,normal,,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,study_consensus,False,True,healthy,False,True,
SRX17689208,PRJNA883741,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17689209,PRJNA883741,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,SC323 (GSM6598831),IPF / Pulmonary Fibrosis,disease_text,False,True,healthy,False,True,
SRX17689210,PRJNA883741,idiopathic pulmonary fibrosis (IPF),MONDO:0800504,,"lung, lower lobe",UBERON:0008949,"Sample Name: SC325, Age of Donor: 73 years, Sex of Donor: Female",IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX17689211,PRJNA883741,normal,,,lung,UBERON:0002048,"Sample Name: SC333, Age: 62, Sex: Male, Core Code: 2019-113-CORE, Sample Name: CONTROL 4, Protoco...",IPF / Pulmonary Fibrosis,study_consensus,False,True,healthy,False,True,
SRX17689212,PRJNA883741,normal,,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,study_consensus,False,True,healthy,False,True,
SRX17772371,PRJNA886085,inflammation related to diesel particulate matter,MONDO:0021166,,bronchial cells,UBERON:0002031,human bronchial cells,Other,missing_ontology,False,True,healthy,False,True,
SRX17896691,PRJNA890673,"interstitial lung disease, viral infection, human lung development",MONDO:0015925,,hESC-derived distal lung organoid,UBERON:0002299,Rockefeller University Embryonic Stem Cell Line 2 (RUES2),Interstitial Lung Disease,disease_text,True,False,,False,False,excluded_sample_type
SRX17896692,PRJNA890673,Acute Coronary Syndrome,MONDO:0005542,,hESC-derived distal lung organoid,UBERON:0002299,RUES2,Interstitial Lung Disease,study_consensus,,False,,False,False,excluded_sample_type
SRX17896694,PRJNA890673,Parkinson Disease,MONDO:0005180,,hESC-derived distal lung organoid,UBERON:0008870,Rockefeller University Embryonic Stem Cell Line 2 (RUES2),Interstitial Lung Disease,study_consensus,,False,,False,False,excluded_sample_type
SRX17941757,PRJNA891742,not specified,,,lung carcinoma cell line,,A549,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX17949764,PRJNA891766,non-infected,,,ALI Distal Lung Organoid,UBERON:0002299,ALI Distal Lung Organoid,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX17949765,PRJNA891766,Stroke,MONDO:0005098,,ALI Distal Lung Organoid,UBERON:0002299,"NonImmune, Collagen, Male, 75 years, Non-infected",Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX17949766,PRJNA891766,not_applicable,,,ALI Distal Lung Organoid,UBERON:0002299,Immune,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX17949767,PRJNA891766,unsure,,,ALI Distal Lung Organoid,UBERON:0004821,"NonImmune, Suspension, Female, 48 years, Non-infected",Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX17949768,PRJNA891766,non-infected,,,ALI Distal Lung Organoid,UBERON:0002299,"immune, male, 66 years",Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX17949769,PRJNA891766,unsure,,,ALI Distal Lung Organoid,UBERON:0004821,"NonImmune, Collagen, Male, 66 years, Non-infected",Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX17949771,PRJNA891766,non-infected,,,distal lung,UBERON:0008874,unsure,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX17949772,PRJNA891766,non-infected,,,ALI Distal Lung Organoid,,"ALI Distal Lung Organoid, 76 years, male",Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX18096297,PRJNA896321,unsure,,,bronchoalveolar lavage (BAL) cells,UBERON:0004892,not_applicable,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX18096298,PRJNA896321,unsure,,,bronchoalveolar lavage (BAL),UBERON:0006524,none,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX18096299,PRJNA896321,unsure,,,Bronchoalveolar lavage cells,UBERON:0008870,not_applicable,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX18096300,PRJNA896321,none,,,bronchoalveolar lavage (BAL) cells,UBERON:0008870,none,Other,missing_ontology,False,True,healthy,False,True,
SRX18221588,PRJNA899793,primary ciliary dyskinesia due to DNAH5 mutation,MONDO:0016575,,airway epithelium,UBERON:0004802,airway organoid with DNAH5 mutation,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX18221589,PRJNA899793,primary ciliary dyskinesia (PCD) related to DNAH5 mutation,MONDO:0016575,,airway epithelium,UBERON:0004802,"airway organoid, Normal, rep1 (wild type genotype)",Other,missing_ontology,,False,,True,False,excluded_sample_type
SRX18235831,PRJNA900364,adult acute monocytic leukemia,MONDO:0007896,,pleural effusion,UBERON:0000175,U-937,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX18235832,PRJNA900364,adult acute monocytic leukemia,MONDO:0007896,,pleural effusion,UBERON:0000175,U-937,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX18248062,PRJNA901260,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX18248063,PRJNA901260,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX18248064,PRJNA901260,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX18248065,PRJNA901260,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX18248066,PRJNA901260,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX18248067,PRJNA901260,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX18248068,PRJNA901260,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX18248069,PRJNA901260,lung adenocarcinoma,MONDO:0005061,,lung tumor tissue,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX18248070,PRJNA901260,lung adenocarcinoma,MONDO:0005061,,lung,UBERON:0002048,unsure,Lung Cancer,disease_text,True,False,,False,True,
SRX18965974,PRJNA919922,other,,,human airway organoid,UBERON:0001005,primary lung,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX18965975,PRJNA919922,none,,,human airway organoid,UBERON:0001005,none,Other,missing_ontology,False,True,healthy,False,False,excluded_sample_type
SRX18965976,PRJNA919922,unsure,,,human airway organoid,,unsure,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX18965977,PRJNA919922,unsure,,,airway organoid,UBERON:0004802,unsure,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX18965978,PRJNA919922,not specified,,,human airway organoid,,not specified,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX18965979,PRJNA919922,colorectal cancer,MONDO:0005575,,human airway organoid,UBERON:0004802,not specified,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX18965980,PRJNA919922,influenza,MONDO:0005812,,airway organoid,UBERON:0004802,primary lung,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX18965982,PRJNA919922,not specified,,,human airway organoid,,not specified,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX18965983,PRJNA919922,unsure,,,airway organoid,UBERON:0004802,unsure,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX18965984,PRJNA919922,none,,,human airway organoid,UBERON:0001005,none,Other,missing_ontology,False,True,healthy,False,False,excluded_sample_type
SRX18965985,PRJNA919922,not specified,,,human airway organoid,UBERON:0001005,not specified,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX18965986,PRJNA919922,not specified,,,human airway organoid,UBERON:0004802,not specified,Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX18965987,PRJNA919922,none,,,human airway organoid,UBERON:0000379,none,Other,missing_ontology,False,True,healthy,False,False,excluded_sample_type
SRX19162051,PRJNA927026,unsure,,,"lung lymph node, mesenteric lymph node, lung","UBERON:0035764,UBERON:0002509,UBERON:0002048",B cells,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19162052,PRJNA927026,unsure,,,"lung lymph node, mesenteric lymph node, lung",,B cells,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19162054,PRJNA927026,unsure,,,"lung lymph node, mesenteric lymph node, lung","UBERON:0035764,UBERON:0002509,UBERON:0002048",B cells,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19162055,PRJNA927026,unsure,,,"lung lymph node, mesenteric lymph node, lung","UBERON:0039167,UBERON:0002509,UBERON:0002048",B cells,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19162056,PRJNA927026,unsure,,,"lung lymph node, mesenteric lymph node, lung","UBERON:0035764,UBERON:0002509,UBERON:0002048",B cells,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19162060,PRJNA927026,unsure,,,"lung, lung lymph node, mesenteric lymph node","UBERON:0002048,UBERON:0007644,UBERON:0002509",B cells,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19162061,PRJNA927026,unsure,,,"lungs, lung-associated lymph nodes","UBERON:0000170,UBERON:0039167",unsure,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19162064,PRJNA927026,unsure,,,lung and lung-associated lymph nodes,"UBERON:0002048,UBERON:0035764",unsure,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19162065,PRJNA927026,unsure,,,"lung lymph node, mesenteric lymph node, lung","UBERON:0035764,UBERON:0002509,UBERON:0002048",B cells,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19215443,PRJNA929481,bacterial infections,MONDO:0005113,,lung adenocarcinoma,UBERON:0001004,"H2228, H1975, A549, H838, HCC827",Lung Cancer,study_consensus,True,False,,False,False,excluded_sample_type
SRX19215444,PRJNA929481,lung adenocarcinoma,MONDO:0005061,,lung adenocarcinoma,,"H2228, H1975, A549, H838, HCC827",Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX19234376,PRJNA815369,unsure,,,Metastatic breast cancer (pleural effusion),UBERON:0000175,MCF7,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19264641,PRJNA930840,non-small cell lung cancer,MONDO:0005233,,lung,UBERON:0002048,"H9, BEAS-2B, NCI-H460",Lung Cancer,disease_text,True,False,,False,False,excluded_sample_type
SRX19320094,PRJNA934551,non-small-cell lung cancer (NSCLC),MONDO:0005233,,lung,,"NIH 3T3 Cells, Tumor Cell Lines",Lung Cancer,disease_text,True,False,,False,False,non_human
SRX19366526,PRJNA934917,other,,,hESC-derived transitional lung organoids,,Rockefeller University Embryonic Stem Cell Line 2 (RUES2),Other,missing_ontology,,False,,False,False,excluded_sample_type
SRX19693839,PRJNA945417,not specified,,,human bronchial epithelial cells (HBE),,"D66Q, HBE cells (ALI)",Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19693840,PRJNA945417,not specified,,,human bronchial epithelial cells (HBE),UBERON:0002031,D65Q (HBE cells cultured on air-liquid interface),Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19693841,PRJNA945417,other,,,human bronchial epithelial cells (HBE),UBERON:0005926,D65Q (HBE cells cultured on air-liquid interface),Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19693843,PRJNA945417,not specified,,,human bronchial epithelial cells,UBERON:0002031,HBE cells (cultured on air-liquid interface),Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19693844,PRJNA945417,none,,,human bronchial epithelial cells,UBERON:0002031,primary human bronchial epithelial cells,Other,missing_ontology,False,True,healthy,False,True,
SRX19693846,PRJNA945417,none,,,bronchial epithelial cells,,HBE cells,Other,missing_ontology,False,True,healthy,False,True,
SRX19693847,PRJNA945417,related to heart diseases,MONDO:0005267,,human bronchial epithelial cells,UBERON:0002031,D66Q (HBE cells cultured on air-liquid interface),Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19704116,PRJNA945854,control,,,lung,UBERON:0002048,not specified,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704117,PRJNA945854,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704118,PRJNA945854,CTD-ILD (Interstitial Lung Disease),MONDO:0015925,,lung,UBERON:0002048,not specified; primary human lung tissue samples,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19704122,PRJNA945854,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704123,PRJNA945854,control (healthy),,,lung,UBERON:0002048,not specified,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704126,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704127,PRJNA945854,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not specified,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704128,PRJNA945854,Interstitial Lung Disease/Hypersensitivity Pneumonitis,MONDO:0015925,,lung,UBERON:0002048,not specified,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19704129,PRJNA945854,ILD/HP,MONDO:0015925,,lung,UBERON:0002048,unsure,Interstitial Lung Disease,disease_text,True,False,,False,True,
SRX19704130,PRJNA945854,control,,,lung,UBERON:0002048,none,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704134,PRJNA945854,control (healthy individuals),,,lung,UBERON:0002048,none,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704135,PRJNA945854,control,,,lung,UBERON:0002048,VUHD094,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704136,PRJNA945854,control (healthy),,,lung,UBERON:0002048,not specified,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704137,PRJNA945854,control (healthy),,,lung,UBERON:0002048,unsure,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704138,PRJNA945854,control (healthy),,,lung,,not specified,Other,missing_ontology,False,True,explicitControl,False,True,
SRX19704139,PRJNA945854,pulmonary fibrosis,MONDO:0002771,,lung,UBERON:0002048,not specified,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX19704141,PRJNA945854,pulmonary fibrosis (PF) and healthy controls,MONDO:0002771,,lung,UBERON:0002048,VUHD106,IPF / Pulmonary Fibrosis,disease_text,False,True,explicitControl,False,True,
SRX19704142,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,not specified,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704143,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704144,PRJNA945854,NSIP (Non-Specific Interstitial Pneumonia),MONDO:0002429,,lung,UBERON:0002048,not specified,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19704145,PRJNA945854,NSIP (Non-Specific Interstitial Pneumonia),MONDO:0002429,,lung,UBERON:0002048,not specified,Other,missing_ontology,,False,,False,False,unmapped_disease
SRX19704147,PRJNA945854,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,unsure,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704148,PRJNA945854,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,UBERON:0002048,not specified; primary human lung tissue,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704149,PRJNA945854,Idiopathic Pulmonary Fibrosis (IPF),MONDO:0800504,,lung,,not specified,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704150,PRJNA945854,pulmonary fibrosis,MONDO:0002771,,lung,,primary human lung tissue,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704151,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
SRX19704152,PRJNA945854,idiopathic pulmonary fibrosis,MONDO:0800504,,lung,UBERON:0002048,not_applicable,IPF / Pulmonary Fibrosis,disease_text,True,False,,False,True,
