run_id,algorithm,pair_index,author_label,algorithm_label,author_ontology_id,author_embedding_similarity,algorithm_ontology_id,algorithm_embedding_similarity,cytescore_similarity,similarity_method,pair_label,accession,table_filepath
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,355,intermediate monocyte,Inflammatory monocyte,CL:0002393,0.6889,CL:0000860,0.6942,0.5239,cytescore,intermediate monocyteInflammatory monocyte,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,381,"CD4-positive, alpha-beta T cell",Homeostatic lipid-associated alveolar macrophage,CL:0000624,0.7171,CL:4033077,0.6584,0.0945,cytescore,"CD4-positive, alpha-beta T cellHomeostatic lipid-associated alveolar macrophage",SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,389,plasma cell,Inflammatory macrophage,CL:0000946,0.6514,CL:0000863,0.6846,0.119,cytescore,plasma cellInflammatory macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,392,capillary endothelial cell,Recruited inflammatory macrophage,CL:0002144,0.6632,CL:0000861,0.6545,0.1057,cytescore,capillary endothelial cellRecruited inflammatory macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,427,monocyte,Inflammatory macrophage,CL:0002398,0.6073,CL:0000863,0.6846,0.2497,cytescore,monocyteInflammatory macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,431,vein endothelial cell,Alveolar capillary endothelial cell,CL:0002543,0.733,CL:4028002,0.7438,0.2842,cytescore,vein endothelial cellAlveolar capillary endothelial cell,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,440,B cell,Ecm-remodeling perivascular fibroblast,CL:0000944,0.6114,CL:0002651,0.6275,0.1089,cytescore,B cellEcm-remodeling perivascular fibroblast,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,447,bronchial smooth muscle cell,Ecm-remodeling perivascular fibroblast,CL:4033017,0.7386,CL:0002651,0.6275,0.0586,cytescore,bronchial smooth muscle cellEcm-remodeling perivascular fibroblast,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,464,mature NK T cell,Cytotoxic CD8+ T cells,CL:0000814,0.7294,CL:0000913,0.7051,0.278,cytescore,mature NK T cellCytotoxic CD8+ T cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,517,plasma cell,Multiciliated epithelial cells with secretory stress response,CL:0000946,0.6514,CL:0000067,0.6972,0.1001,cytescore,plasma cellMulticiliated epithelial cells with secretory stress response,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,544,alveolar adventitial fibroblast,Ecm-remodeling perivascular fibroblast,CL:4028006,0.7117,CL:0002651,0.6275,0.0399,cytescore,alveolar adventitial fibroblastEcm-remodeling perivascular fibroblast,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,565,lung multiciliated epithelial cell,Heat shock-stressed naive B cells,CL:1000271,0.7138,CL:4033094,0.5867,0.0893,cytescore,lung multiciliated epithelial cellHeat shock-stressed naive B cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,581,monocyte,Inflammatory monocyte,CL:0002398,0.6073,CL:0000860,0.6942,0.5237,cytescore,monocyteInflammatory monocyte,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,591,respiratory tract goblet cell,Multiciliated epithelial cells with secretory stress response,CL:0019003,0.7122,CL:0000067,0.6972,0.4858,cytescore,respiratory tract goblet cellMulticiliated epithelial cells with secretory stress response,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,597,plasma cell,Alveolar type 1 (AT1) cells,CL:0000946,0.6514,CL:0002062,0.7211,0.0507,cytescore,plasma cellAlveolar type 1 (AT1) cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,603,B cell,Alveolar type 1 (AT1) cells,CL:0000944,0.6114,CL:0002062,0.7211,0.059,cytescore,B cellAlveolar type 1 (AT1) cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,627,plasma cell,Heat shock-stressed naive B cells,CL:0000946,0.6514,CL:4033094,0.5867,0.318,cytescore,plasma cellHeat shock-stressed naive B cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,642,"CD8-positive, alpha-beta T cell",VEGF-activated lung capillary endothelial cell,CL:0000625,0.7386,CL:2000016,0.6599,0.0603,cytescore,"CD8-positive, alpha-beta T cellVEGF-activated lung capillary endothelial cell",SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,646,"CD4-positive, alpha-beta T cell",Proliferating alveolar type 2 (AT2) cells,CL:0000624,0.7171,CL:4033080,0.7425,0.0711,cytescore,"CD4-positive, alpha-beta T cellProliferating alveolar type 2 (AT2) cells",SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,661,"CD4-positive, alpha-beta T cell",Heat shock-stressed naive B cells,CL:0000624,0.7171,CL:4033094,0.5867,0.215,cytescore,"CD4-positive, alpha-beta T cellHeat shock-stressed naive B cells",SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,676,plasma cell,Ecm-remodeling perivascular fibroblast,CL:0000946,0.6514,CL:0002651,0.6275,0.0976,cytescore,plasma cellEcm-remodeling perivascular fibroblast,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,722,pulmonary alveolar type 2 cell,Surfactant-clearing alveolar macrophage,CL:0002063,0.7484,CL:0000157,0.6538,0.7381,cytescore,pulmonary alveolar type 2 cellSurfactant-clearing alveolar macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,737,pericyte,Ecm-remodeling perivascular fibroblast,CL:0000669,0.6826,CL:0002651,0.6275,0.0666,cytescore,pericyteEcm-remodeling perivascular fibroblast,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,740,classical monocyte,Tissue-resident basophils,CL:0000860,0.6869,CL:0002044,0.6612,0.1392,cytescore,classical monocyteTissue-resident basophils,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,745,respiratory tract goblet cell,Inflammatory monocyte,CL:0019003,0.7122,CL:0000860,0.6942,0.0906,cytescore,respiratory tract goblet cellInflammatory monocyte,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,763,basal cell,Multiciliated epithelial cells with secretory stress response,CL:0000646,0.648,CL:0000067,0.6972,0.1574,cytescore,basal cellMulticiliated epithelial cells with secretory stress response,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,764,plasma cell,Proliferating alveolar type 2 (AT2) cells,CL:0000946,0.6514,CL:4033080,0.7425,0.0635,cytescore,plasma cellProliferating alveolar type 2 (AT2) cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,812,plasma cell,VEGF-activated lung capillary endothelial cell,CL:0000946,0.6514,CL:2000016,0.6599,0.0816,cytescore,plasma cellVEGF-activated lung capillary endothelial cell,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,870,neutrophil,Resting neutrophil,CL:0000096,0.6435,CL:0000096,0.6087,1.0,cytescore,neutrophilResting neutrophil,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,914,basal cell,Inflammatory monocyte,CL:0000646,0.648,CL:0000860,0.6942,0.072,cytescore,basal cellInflammatory monocyte,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,965,classical monocyte,Heat shock-stressed naive B cells,CL:0000860,0.6869,CL:4033094,0.5867,0.179,cytescore,classical monocyteHeat shock-stressed naive B cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,989,macrophage,Resting neutrophil,CL:0009048,0.6254,CL:0000096,0.6087,0.154,cytescore,macrophageResting neutrophil,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,995,capillary endothelial cell,Interferon-responsive foamy alveolar macrophage,CL:0002144,0.6632,CL:0002651,0.626,0.0681,cytescore,capillary endothelial cellInterferon-responsive foamy alveolar macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1015,"CD4-positive, alpha-beta T cell",Inflammatory macrophage,CL:0000624,0.7171,CL:0000863,0.6846,0.1638,cytescore,"CD4-positive, alpha-beta T cellInflammatory macrophage",SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1024,monocyte,Interferon-responsive foamy alveolar macrophage,CL:0002398,0.6073,CL:0002651,0.626,0.1006,cytescore,monocyteInterferon-responsive foamy alveolar macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1066,endothelial cell of artery,Proliferating alveolar type 2 (AT2) cells,CL:1000413,0.7141,CL:4033080,0.7425,0.1102,cytescore,endothelial cell of arteryProliferating alveolar type 2 (AT2) cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1085,endothelial cell of artery,Surfactant-clearing alveolar macrophage,CL:1000413,0.7141,CL:0000157,0.6538,0.1176,cytescore,endothelial cell of arterySurfactant-clearing alveolar macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1087,endothelial cell of lymphatic vessel,Heat shock-stressed naive B cells,CL:0002138,0.7041,CL:4033094,0.5867,0.079,cytescore,endothelial cell of lymphatic vesselHeat shock-stressed naive B cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1185,plasma cell,Interferon-responsive foamy alveolar macrophage,CL:0000946,0.6514,CL:0002651,0.626,0.0976,cytescore,plasma cellInterferon-responsive foamy alveolar macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1230,classical monocyte,Alveolar type 1 (AT1) cells,CL:0000860,0.6869,CL:0002062,0.7211,0.0855,cytescore,classical monocyteAlveolar type 1 (AT1) cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1232,"CD4-positive, alpha-beta T cell",Ecm-remodeling perivascular fibroblast,CL:0000624,0.7171,CL:0002651,0.6275,0.0837,cytescore,"CD4-positive, alpha-beta T cellEcm-remodeling perivascular fibroblast",SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1247,capillary endothelial cell,Ecm-remodeling perivascular fibroblast,CL:0002144,0.6632,CL:0002651,0.6275,0.0681,cytescore,capillary endothelial cellEcm-remodeling perivascular fibroblast,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1249,B cell,Interferon-responsive foamy alveolar macrophage,CL:0000944,0.6114,CL:0002651,0.626,0.1089,cytescore,B cellInterferon-responsive foamy alveolar macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1310,B cell,Inflammatory monocyte,CL:0000944,0.6114,CL:0000860,0.6942,0.1232,cytescore,B cellInflammatory monocyte,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1317,adventitial cell,Proliferating alveolar type 2 (AT2) cells,CL:0002503,0.6676,CL:4033080,0.7425,0.1273,cytescore,adventitial cellProliferating alveolar type 2 (AT2) cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1349,adventitial cell,Inflammatory monocyte,CL:0002503,0.6676,CL:0000860,0.6942,0.1535,cytescore,adventitial cellInflammatory monocyte,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1351,B cell,Tissue-resident basophils,CL:0000944,0.6114,CL:0002044,0.6612,0.1671,cytescore,B cellTissue-resident basophils,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1358,"CD4-positive, alpha-beta T cell",Alveolar capillary endothelial cell,CL:0000624,0.7171,CL:4028002,0.7438,0.0602,cytescore,"CD4-positive, alpha-beta T cellAlveolar capillary endothelial cell",SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1428,endothelial cell of artery,Recruited inflammatory macrophage,CL:1000413,0.7141,CL:0000861,0.6545,0.1001,cytescore,endothelial cell of arteryRecruited inflammatory macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1463,mature NK T cell,Proliferating alveolar type 2 (AT2) cells,CL:0000814,0.7294,CL:4033080,0.7425,0.0543,cytescore,mature NK T cellProliferating alveolar type 2 (AT2) cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1566,"CD8-positive, alpha-beta T cell",Recruited inflammatory macrophage,CL:0000625,0.7386,CL:0000861,0.6545,0.1432,cytescore,"CD8-positive, alpha-beta T cellRecruited inflammatory macrophage",SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1579,macrophage,Proliferating alveolar type 2 (AT2) cells,CL:0009048,0.6254,CL:4033080,0.7425,0.0561,cytescore,macrophageProliferating alveolar type 2 (AT2) cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1648,"CD4-positive, alpha-beta T cell",VEGF-activated lung capillary endothelial cell,CL:0000624,0.7171,CL:2000016,0.6599,0.0618,cytescore,"CD4-positive, alpha-beta T cellVEGF-activated lung capillary endothelial cell",SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1677,pericyte,Multiciliated epithelial cells with secretory stress response,CL:0000669,0.6826,CL:0000067,0.6972,0.0908,cytescore,pericyteMulticiliated epithelial cells with secretory stress response,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1703,"CD4-positive, alpha-beta T cell",Recruited inflammatory macrophage,CL:0000624,0.7171,CL:0000861,0.6545,0.1725,cytescore,"CD4-positive, alpha-beta T cellRecruited inflammatory macrophage",SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1727,mature NK T cell,Surfactant-clearing alveolar macrophage,CL:0000814,0.7294,CL:0000157,0.6538,0.0514,cytescore,mature NK T cellSurfactant-clearing alveolar macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1768,B cell,Homeostatic lipid-associated alveolar macrophage,CL:0000944,0.6114,CL:4033077,0.6584,0.0815,cytescore,B cellHomeostatic lipid-associated alveolar macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,1935,endothelial cell of artery,Multiciliated epithelial cells with secretory stress response,CL:1000413,0.7141,CL:0000067,0.6972,0.139,cytescore,endothelial cell of arteryMulticiliated epithelial cells with secretory stress response,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,2176,plasma cell,Homeostatic lipid-associated alveolar macrophage,CL:0000946,0.6514,CL:4033077,0.6584,0.1053,cytescore,plasma cellHomeostatic lipid-associated alveolar macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,2236,capillary endothelial cell,Proliferating alveolar type 2 (AT2) cells,CL:0002144,0.6632,CL:4033080,0.7425,0.103,cytescore,capillary endothelial cellProliferating alveolar type 2 (AT2) cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,2244,plasma cell,Resting neutrophil,CL:0000946,0.6514,CL:0000096,0.6087,0.1744,cytescore,plasma cellResting neutrophil,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,2259,B cell,Multiciliated epithelial cells with secretory stress response,CL:0000944,0.6114,CL:0000067,0.6972,0.0813,cytescore,B cellMulticiliated epithelial cells with secretory stress response,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,2309,capillary endothelial cell,Resting neutrophil,CL:0002144,0.6632,CL:0000096,0.6087,0.1188,cytescore,capillary endothelial cellResting neutrophil,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,2335,plasma cell,Alveolar capillary endothelial cell,CL:0000946,0.6514,CL:4028002,0.7438,0.074,cytescore,plasma cellAlveolar capillary endothelial cell,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,2437,classical monocyte,Surfactant-clearing alveolar macrophage,CL:0000860,0.6869,CL:0000157,0.6538,0.0525,cytescore,classical monocyteSurfactant-clearing alveolar macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,2502,"CD4-positive, alpha-beta T cell",Resting neutrophil,CL:0000624,0.7171,CL:0000096,0.6087,0.1446,cytescore,"CD4-positive, alpha-beta T cellResting neutrophil",SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,2547,basal cell,Proliferating alveolar type 2 (AT2) cells,CL:0000646,0.648,CL:4033080,0.7425,0.1572,cytescore,basal cellProliferating alveolar type 2 (AT2) cells,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,2584,basal cell,Inflammatory macrophage,CL:0000646,0.648,CL:0000863,0.6846,0.0568,cytescore,basal cellInflammatory macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,2595,basal cell,Surfactant-clearing alveolar macrophage,CL:0000646,0.648,CL:0000157,0.6538,0.066,cytescore,basal cellSurfactant-clearing alveolar macrophage,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
run-b46d2633-5f07-472e-bd46-f9078242c29f,algo1,2603,plasma cell,Inflammatory monocyte,CL:0000946,0.6514,CL:0000860,0.6942,0.1503,cytescore,plasma cellInflammatory monocyte,SRX23802731,/Users/otodreas/Desktop/Work/Nygen/scBaseCount_Pipeline/output/cyteonto_pipeline/20260526_121155/results/SRX23802731_cyteonto.csv
